|html_url|pdf_url
869|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-023-00434-z|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-023-00434-z.pdf
870|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-021-00056-6|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-021-00056-6.pdf
872|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-022-00096-3|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-022-00096-3.pdf
968|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-023-00073-7|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-023-00073-7.pdf
1066|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00212-y|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00212-y.pdf
1067|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01238-8|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01238-8.pdf
1069|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-023-00433-0|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-023-00433-0.pdf
1174|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00856-7|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00856-7.pdf
1175|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01254-8|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01254-8.pdf
1176|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-019-0035-7|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-019-0035-7.pdf
1286|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01242-y|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01242-y.pdf
1521|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00295-7|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00295-7.pdf
1647|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-024-00310-5|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-024-00310-5.pdf
1649|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00407-6|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00407-6.pdf
1650|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-023-00105-z|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-023-00105-z.pdf
1914|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00854-9|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00854-9.pdf
1915|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00294-8|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00294-8.pdf
1916|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-022-00176-x|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-022-00176-x.pdf
1917|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00191-6|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00191-6.pdf
2054|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00849-6|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00849-6.pdf
2057|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-022-00275-3|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-022-00275-3.pdf
2058|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00181-8|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00181-8.pdf
2203|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-022-00271-7|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-022-00271-7.pdf
2352|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01235-x|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01235-x.pdf
2353|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00198-z|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00198-z.pdf
2354|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00416-5|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00416-5.pdf
2355|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00411-w|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00411-w.pdf
2509|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00482-z|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00482-z.pdf
2511|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-021-00055-7|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-021-00055-7.pdf
2669|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00469-w|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00469-w.pdf
2671|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00288-6|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00288-6.pdf
2836|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00428-1|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00428-1.pdf
2837|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-023-00432-1|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-023-00432-1.pdf
2838|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01243-x|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01243-x.pdf
3006|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-00044-2|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-00044-2.pdf
3007|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00870-9|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00870-9.pdf
3008|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-019-0034-8|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-019-0034-8.pdf
3183|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-022-00097-2|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-022-00097-2.pdf
3184|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00186-3|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00186-3.pdf
3185|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-022-00180-1|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-022-00180-1.pdf
3362|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-022-00281-5|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-022-00281-5.pdf
3548|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00412-9|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00412-9.pdf
3552|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00286-8|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00286-8.pdf
3743|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01204-4|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01204-4.pdf
3935|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00203-z|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00203-z.pdf
4137|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00871-8|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00871-8.pdf
4138|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01230-2|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01230-2.pdf
4139|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00284-w|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00284-w.pdf
4342|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00431-6|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00431-6.pdf
4345|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-024-00079-9|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-024-00079-9.pdf
4346|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-00041-5|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-00041-5.pdf
4554|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-0038-4|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-0038-4.pdf
4556|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-023-00437-w|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-023-00437-w.pdf
4770|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00423-6|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00423-6.pdf
4771|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-023-00391-3|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-023-00391-3.pdf
4991|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01258-4|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01258-4.pdf
5216|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01255-7|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01255-7.pdf
5683|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01227-x|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01227-x.pdf
5684|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00840-1|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00840-1.pdf
5686|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-024-00311-4|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-024-00311-4.pdf
5926|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-023-00344-w|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-023-00344-w.pdf
5928|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00451-6|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00451-6.pdf
6172|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-021-00048-6|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-021-00048-6.pdf
6425|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00432-5|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00432-5.pdf
6680|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00201-1|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00201-1.pdf
6938|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01214-2|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01214-2.pdf
6939|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-018-0066-1|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-018-0066-1.pdf
6940|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01227-x|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01227-x.pdf
7475|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00885-2|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00885-2.pdf
7478|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00215-9|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00215-9.pdf
7751|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01252-w|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01252-w.pdf
7752|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00207-9|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00207-9.pdf
7754|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01240-0|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01240-0.pdf
8032|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-00040-6|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-00040-6.pdf
8321|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-024-00303-4|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-024-00303-4.pdf
8611|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01246-8|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01246-8.pdf
8613|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-021-00050-y|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-021-00050-y.pdf
8907|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00195-2|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00195-2.pdf
9209|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00200-2|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00200-2.pdf
9513|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00282-y|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00282-y.pdf
9516|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00884-3|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00884-3.pdf
9823|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-00043-3|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-00043-3.pdf
9824|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-019-0072-y|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-019-0072-y.pdf
9826|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-017-0060-z|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-017-0060-z.pdf
10140|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01225-z|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01225-z.pdf
10461|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01254-8|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01254-8.pdf
10462|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01265-5|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01265-5.pdf
10463|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00867-4|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00867-4.pdf
10464|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-023-00429-w|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-023-00429-w.pdf
11796|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00890-5|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00890-5.pdf
11798|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00883-4|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00883-4.pdf
12491|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00453-4|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00453-4.pdf
12494|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00403-w|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00403-w.pdf
12495|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01209-z|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01209-z.pdf
12851|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01269-1|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01269-1.pdf
13209|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-00042-4|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-00042-4.pdf
13210|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-022-00095-4|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-022-00095-4.pdf
13211|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-023-00394-0|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-023-00394-0.pdf
13574|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-022-00061-3|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-022-00061-3.pdf
13576|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01233-z|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01233-z.pdf
13577|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-019-0032-x|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-019-0032-x.pdf
13578|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00475-y|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00475-y.pdf
13945|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00218-6|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00218-6.pdf
14703|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00425-4|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00425-4.pdf
14706|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01241-z|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01241-z.pdf
15088|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00287-7|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00287-7.pdf
15479|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00881-6|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00881-6.pdf
15480|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-023-00292-w|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-023-00292-w.pdf
15481|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-022-00277-1|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-022-00277-1.pdf
15875|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-022-00066-y|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-022-00066-y.pdf
15878|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-019-0076-7|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-019-0076-7.pdf
16277|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00427-2|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00427-2.pdf
16278|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-022-00178-9|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-022-00178-9.pdf
16684|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00217-7|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00217-7.pdf
16686|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-023-00392-2|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-023-00392-2.pdf
17096|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-024-00429-0|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-024-00429-0.pdf
17510|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-020-0037-5|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-020-0037-5.pdf
17511|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-018-0065-2|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-018-0065-2.pdf
17931|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00866-5|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00866-5.pdf
17933|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00442-7|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00442-7.pdf
17934|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-024-00306-1|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-024-00306-1.pdf
18356|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00844-x|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00844-x.pdf
18357|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00441-8|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00441-8.pdf
18790|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00182-7|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00182-7.pdf
19664|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00213-x|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00213-x.pdf
19665|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00477-w|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00477-w.pdf
20112|https://bmcbiomedeng.biomedcentral.com/articles/10.1186/s42490-022-00058-y|https://bmcbiomedeng.biomedcentral.com/counter/pdf/10.1186/s42490-022-00058-y.pdf
20113|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-022-00169-w|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-022-00169-w.pdf
20561|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01236-w|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01236-w.pdf
20564|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-023-00183-6|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-023-00183-6.pdf
20565|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01249-5|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01249-5.pdf
21017|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-024-00466-z|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-024-00466-z.pdf
21021|https://energsustainsoc.biomedcentral.com/articles/10.1186/s13705-023-00423-2|https://energsustainsoc.biomedcentral.com/counter/pdf/10.1186/s13705-023-00423-2.pdf
21478|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01239-7|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01239-7.pdf
21479|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-017-0062-x|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-017-0062-x.pdf
21481|https://bmcchem.biomedcentral.com/articles/10.1186/s13065-024-01244-w|https://bmcchem.biomedcentral.com/counter/pdf/10.1186/s13065-024-01244-w.pdf
21482|https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-024-01263-7|https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01263-7.pdf
21945|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-023-00397-x|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-023-00397-x.pdf
21946|https://jcheminf.biomedcentral.com/articles/10.1186/s13321-024-00846-9|https://jcheminf.biomedcentral.com/counter/pdf/10.1186/s13321-024-00846-9.pdf
21947|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-022-00273-5|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-022-00273-5.pdf
21948|https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-022-00272-6|https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-022-00272-6.pdf
22416|https://foodsafetyandrisk.biomedcentral.com/articles/10.1186/s40550-019-0071-z|https://foodsafetyandrisk.biomedcentral.com/counter/pdf/10.1186/s40550-019-0071-z.pdf
22418|https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00216-8|https://crimesciencejournal.biomedcentral.com/counter/pdf/10.1186/s40163-024-00216-8.pdf
22419|https://jbioleng.biomedcentral.com/articles/10.1186/s13036-023-00396-y|https://jbioleng.biomedcentral.com/counter/pdf/10.1186/s13036-023-00396-y.pdf
